"","id","name","year","minplayers","maxplayers","suggested_num_players","playingtime","minplaytime","maxplaytime","minage","mechanic","numratings","average","bayesaverage","stddev","owned","trading","wanting","wishing","numcomments","numweights","averageweight","Childrens.Game","Ancient","Animals","Bluffing","Card.Game","City.Building","Civilization","Collectible.Components","Comic.BookStrip","Deduction.x","Dice","Economic","Educational","Exploration","Fantasy","Fighting","Horror","Humor","Medieval","Memory.x","Miniatures","Modern.Warfare","MoviesTVRadio.theme","Nautical","Negotiation.x","Party.Game","Political","Print...Play","Puzzle","Racing","Real.time","Science.Fiction","Sports","Territory.Building","Trains","Trivia","Wargame","Word.Game","World.War.II","Card.Drafting","Cooperative.Game","Deck","Dice.Rolling","Events","Grid.Movement","Hand.Management","Hexagon.Grid","Memory.y","Modular.Board","Movement.Points","Network.and.Route.Building","Paper.and.Pencil","Pattern.Building","Pattern.Recognition","Pick.up.and.Deliver","Player.Elimination","Point.to.Point.Movement","Push.Your.Luck","Role.Playing","RollSpin.and.Move","Secret.Unit.Deployment","Set.Collection","Simulation","Simultaneous.Action.Selection","SoloSolitaire.Game","Storytelling","Take.That","Team.Based.Game","Tile.Placement","Trading","Trick.taking","Variable.Player.Powers","Voting","Worker.Placement","category.cluster","mechanic.cluster","category.cluster.kmed","mechanic.cluster.kmed"
"12992",158339,"Lost Legacy: The Starship",2014,2,4,4,10,10,10,10,"Hand Management, Memory, Player Elimination",2592,6.61363,6.16185,1.25997,4908,261,36,191,572,112,1.2768,"0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","2","1","1"
"12993",158340,"Lost Legacy: Flying Garden",2014,2,4,4,10,10,10,10,"Hand Management, Memory, Player Elimination",1598,6.69961,6.07514,1.25738,3659,174,18,106,351,62,1.3387,"0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","2","1","1"
"12996",158392,"Stay Away!",2014,4,12,8,60,15,60,12,"Card Drafting, Cooperative Game, Player Elimination, Role Playing, Storytelling, Team-Based Game",994,6.14362,5.68752,1.76083,1759,37,11,143,161,40,1.25,"0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1","2","1","2"
"12997",158435,"Dogs of War",2014,3,5,5,75,75,75,14,"Area MajorityInfluence, Hand Management, Tug of War, Variable Player Powers, Worker Placement",2743,7.5203,6.72926,1.27462,3890,78,287,1035,643,95,2.6526,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"2","1","5","1"
"13002",158534,"Bring Out Yer Dead",2015,2,5,4,40,40,40,12,"Action Queue, Area MajorityInfluence, Card Drafting, Set Collection",626,6.34685,5.71044,1.44615,1536,122,25,153,179,27,2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"3","1","2","2"
"13004",158544,"The Institute for Magical Arts",2015,2,2,2,30,30,30,8,"Area MajorityInfluence, Dice Rolling, Simultaneous Action Selection, Variable Player Powers",329,6.83882,5.71786,1.35351,757,62,37,249,134,20,1.8,"0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"1","3","6","3"
"13005",158548,"Isaribi",2014,3,5,4,45,45,45,10,"Action Points, Pick-up and Deliver",253,6.28158,5.60041,1.41376,622,38,24,124,107,8,2.375,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4","1","3","4"
"13006",158564,"Billionaire Banshee",2014,2,15,4,60,60,60,13,"Storytelling, Voting",419,6.2566,5.63879,1.73,863,47,16,124,114,9,1,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"1","1","1","4"
"13007",158572,"Waggle Dance",2014,2,4,4,90,30,90,10,"Area MajorityInfluence, Dice Rolling, Set Collection, Worker Placement, Worker Placement with Dice Workers",1259,6.98716,6.12856,1.19364,1836,72,94,375,324,61,2.3115,"0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"1","3","6","3"
"13010",158600,"Hanamikoji",2013,2,2,2,15,15,15,10,"Card Drafting, Force Commitment, Hand Management, I Cut, You Choose, Tug of War",12984,7.53343,7.26893,1.18136,20981,264,522,3452,2283,318,1.717,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","1","1","6"
"13012",158742,"Yardmaster Express",2014,2,5,4,10,5,10,6,"Card Drafting, Set Collection",1211,5.79614,5.62058,1.44345,2388,244,12,87,494,73,1.0685,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"4","1","1","2"
"13023",158815,"At Any Cost: Metz 1870",2018,1,2,2,480,120,480,14,"Chit-Pull System, Dice Rolling, Hexagon Grid, Simulation",216,8.15444,5.76525,1.13921,903,18,38,160,118,20,3.2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"5","3","4","3"
"13029",158882,"Elevenses for One",2014,1,1,1,5,5,5,10,"Hand Management, SoloSolitaire Game",310,6.16009,5.59743,1.38403,624,11,8,145,160,21,1.1905,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"7","1","1","1"
"13033",158889,"Summoner Wars: Alliances Master Set",2014,2,4,2,45,45,45,9,"Dice Rolling, Grid Movement, Hand Management, Variable Player Powers",1707,8.09159,6.7508,1.44435,3469,91,134,642,352,47,2.7234,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"3","3","1","3"
"13036",158899,"Colt Express",2014,2,6,5,40,40,40,10,"Action Queue, Action Retrieval, Hand Management, Memory, Programmed Movement, Take That, Turn Order: Progressive, Variable Player Powers",26861,7.11106,6.97779,1.24128,37698,684,429,3532,4053,871,1.822,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4","1","2","1"
"13037",158900,"Samurai Spirit",2014,1,7,1,30,30,30,9,"Cooperative Game, Push Your Luck, Variable Player Powers",4548,6.64545,6.3162,1.32902,7808,475,98,938,986,187,2.1283,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"3","2","5","4"
"13038",158915,"GEM",2015,2,4,3,15,15,15,10,"AuctionBidding, Auction: Once Around, Card Drafting, Hand Management, Selection Order Bid, Set Collection, Turn Order: Progressive",399,6.31323,5.65801,1.09779,1797,49,15,51,144,11,2,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3","1","1","6"
"13039",158916,"TAJ",2015,2,4,3,10,10,10,10,"Voting",257,6.0465,5.56978,1.23636,1432,40,5,33,117,11,2.1818,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2","1","2","4"
"13041",158918,"FLY",2015,2,4,2,10,10,10,8,"Set Collection",310,5.35916,5.47452,1.31278,1271,35,4,27,114,11,1.0909,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"1","1","2","4"
"13046",158973,"Albion's Legacy",2015,1,4,4,90,90,90,14,"Cooperative Game, Dice Rolling, Modular Board, Tile Placement, Variable Player Powers",299,6.72198,5.63237,1.89604,947,82,27,185,165,22,3.3636,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"2","2","5","5"
"13048",158982,"Blue Max: World War I Air Combat",2013,2,6,4,90,90,90,13,"Grid Movement, Hexagon Grid, Simultaneous Action Selection",320,6.56166,5.64088,1.53645,1112,75,12,65,103,23,2.2609,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"5","3","4","4"
"13054",159059,"The King's Abbey",2016,1,5,4,180,90,180,12,"Dice Rolling, Worker Placement",610,6.91244,5.83996,1.53961,1333,104,49,212,251,39,3.2051,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2","3","2","3"
"13057",159109,"XenoShyft: Onslaught",2015,1,4,2,60,30,60,13,"Card Drafting, Cooperative Game, Deck, Bag, and Pool Building, Variable Player Powers",3485,6.93729,6.43776,1.39702,5850,283,142,1203,877,111,2.6486,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3","1","1","2"
"13058",159141,"Code of Nine",2012,3,4,4,40,40,40,13,"Worker Placement",438,6.41957,5.68162,1.45887,1068,81,22,141,145,18,2.3333,"0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1","1","2","4"
"13059",159143,"HUE",2015,2,5,3,10,10,10,8,"Hand Management, Pattern Building, Tile Placement",584,6.38095,5.73138,1.10217,1864,51,13,59,153,14,1.4286,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"3","4","1","1"
"13061",159209,"Bucket King 3D",2014,2,6,4,20,20,20,8,"Hand Management, Take That",473,6.21915,5.65393,1.46262,583,23,22,72,126,26,1.2308,"0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1","1","1","1"
"13067",159406,"Portal: The Uncooperative Cake Acquisition Game",2015,2,4,3,45,30,45,15,"Area MajorityInfluence, Modular Board",1294,6.24035,5.78585,1.45885,3673,136,79,633,300,37,2.1622,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6","2","2","5"
"13071",159469,"Ortus Regni",2014,2,2,3,50,20,50,14,"Deck Construction, Player Elimination",536,7.59936,5.98745,1.65288,984,52,122,440,217,30,3.2333,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","2","1","4"
"13073",159473,"Quartermaster General",2014,2,6,6,90,90,90,12,"Area MajorityInfluence, CampaignBattle Card Driven, Hand Management, Team-Based Game",2524,7.35133,6.57243,1.4764,2860,91,193,742,663,147,2.2925,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"5","1","4","1"
"13074",159492,"The Game of 49",2014,2,5,5,45,45,45,10,"Area MajorityInfluence, AuctionBidding, Pattern Building, Pattern Recognition",1152,6.39419,5.85537,1.36019,2089,157,40,189,341,32,1.625,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4","4","3","4"
"13077",159503,"The Captain Is Dead",2014,2,7,4,90,60,90,14,"Action Points, Area Movement, Card Drafting, Cooperative Game, Hand Management, Variable Player Powers",2674,7.13144,6.4507,1.34064,5050,128,255,1750,681,77,2.3766,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3","1","2","6"
"13078",159504,"Folklore: The Affliction",2017,1,5,4,120,90,120,14,"Action Points, Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Role Playing, SoloSolitaire Game, Variable Player Powers",1713,7.77671,6.4644,1.63779,4502,105,219,1686,543,67,3.6866,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3","3","2","5"
"13080",159508,"AquaSphere",2014,2,4,4,100,100,100,12,"Area MajorityInfluence, Area Movement, Modular Board",6791,7.26929,6.9026,1.32855,10406,446,193,1193,1475,371,3.69,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5","2","2","5"
"13081",159515,"Operation F.A.U.S.T.",2015,3,8,4,30,30,30,13,"Hand Management, Memory, Secret Unit Deployment, Take That",329,6.12933,5.59334,1.87088,731,64,14,145,121,20,1.85,"0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"1","1","1","1"
"13084",159566,"Unicorn Glitterluck: Cloud Crystals",2014,2,4,3,10,10,10,3,"Dice Rolling, RollSpin and Move",550,5.97187,5.59181,1.57784,1207,14,8,51,158,22,1.0455,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","3","2","3"
"13087",159575,"Dracula's Feast",2017,4,8,6,15,5,15,10,"Memory, Player Elimination, Role Playing, Variable Player Powers",436,6.87546,5.75824,1.33726,1158,47,12,118,161,10,1.4,"0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"1","2","1","4"
"13088",159581,"Maskmen",2014,2,6,4,20,20,20,9,"Ladder Climbing, Trick-taking",790,6.66497,5.86126,1.42208,1389,33,61,247,183,22,1.5455,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"7","1","1","4"
"13089",159632,"Strife: Legacy of the Eternals",2014,2,2,2,60,60,60,13,"Advantage Token, Hand Management, Pattern Building, Simultaneous Action Selection",530,6.7716,5.79297,1.26703,1223,111,19,132,186,30,2.4667,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"3","4","1","1"
"13091",159675,"Fields of Arle",2014,1,2,2,120,60,120,13,"Automatic Resource Growth, Highest-Lowest Scoring, Income, Set Collection, SoloSolitaire Game, Turn Order: Claim Action, Turn Order: Progressive, Worker Placement",9038,8.08363,7.65503,1.27304,13933,172,1074,5072,1711,460,3.8761,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"4","1","3","4"
"13093",159692,"Comanchería: The Rise and Fall of the Comanche Empire",2016,1,1,1,360,60,360,14,"Card Drafting, Chit-Pull System, Dice Rolling, Point to Point Movement, Simulation, SoloSolitaire Game",592,8.01403,6.12624,1.35308,2023,50,234,910,287,79,4.1392,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1","1","2","3"
"13097",159868,"Sellswords",2014,2,2,2,15,15,15,10,"Area MajorityInfluence, Card Drafting, Tile Placement",625,6.54814,5.77705,1.34771,1326,62,37,208,165,21,1.9048,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"1","1","2","2"
"13100",160010,"Conan",2016,2,5,4,90,90,90,14,"Action Points, Area Movement, Dice Rolling, Player Elimination, Team-Based Game, Variable Phase Order, Variable Player Powers",4150,7.68561,6.89285,1.56812,8339,226,249,1622,1060,111,2.7748,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"3","3","5","3"
"13102",160018,"Smash Up: Monster Smash",2014,2,2,3,45,30,45,12,"Area MajorityInfluence, Hand Management, Take That, Variable Player Powers",3017,7.29737,6.60586,1.30523,9903,168,93,559,426,42,2.2857,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"3","1","1","1"
"13105",160081,"Dungeon Saga: Dwarf King's Quest",2015,2,5,5,120,30,120,10,"Dice Rolling, Grid Movement, Modular Board, Role Playing, Team-Based Game, Variable Player Powers",1057,7.24036,6.05454,1.54973,3031,100,78,537,327,45,2.4889,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"3","3","5","5"
"13110",160396,"Arcadia",2015,2,4,2,60,45,60,8,"Hand Management, Set Collection, Simulation",280,5.82989,5.54513,1.48843,665,52,12,70,105,8,2,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"3","1","1","1"
"13112",160409,"Too Many Cinderellas",2014,2,4,3,10,10,10,10,"Voting",579,6.3646,5.72212,1.26045,840,29,12,102,170,30,1.3,"0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"1","1","1","4"
"13117",160432,"Ars Alchimia",2014,2,4,4,100,100,100,10,"Set Collection, Worker Placement",354,6.69226,5.70644,1.23777,886,55,23,162,126,12,2.3333,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"3","1","5","4"
"13121",160477,"Onitama",2014,2,2,2,20,15,20,8,"Grid Movement, Hand Management, Pattern Movement, Square Grid, Static Capture",17209,7.38691,7.18011,1.21636,25932,327,559,4910,2968,278,1.6835,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","3","2","1"
"13124",160495,"ZhanGuo",2014,2,4,4,120,60,120,12,"Area MajorityInfluence, Hand Management",2992,7.57562,6.81524,1.2663,3820,88,300,1024,657,224,3.8304,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","1","2","1"
"13125",160499,"King of New York",2014,2,6,4,40,40,40,10,"Area Movement, Card Drafting, Dice Rolling, Die Icon Resolution, King of the Hill, Player Elimination, Push Your Luck, Re-rolling and Locking, Take That",14947,6.93809,6.75478,1.28662,23122,661,330,2358,2333,461,1.859,"0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6","3","6","3"
"13132",160559,"Simurgh",2015,2,5,3,90,45,90,14,"Modular Board, Tile Placement, Worker Placement",909,6.69322,5.90461,1.3598,1904,120,35,288,258,31,2.9677,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"3","2","5","5"
